-1.008136884265845357e+00 -1.945864809889811697e+00 -1.599930320850065613e+01 -1.599971574076689507e+01 -1.252317996376817000e+01 -1.170342031502884339e+01 -1.599999980991074189e+01 -1.533466458244479469e+01 -1.599999999336205647e+01 -1.600000486815376277e+01 -1.599999544271018870e+01 -1.599880291223061946e+01 -1.599845799425693293e+01 -1.945864808699154125e+00 -1.116822203314568362e+01 -1.217270064972965216e+01 4.000000000000000000e+00 -1.054684282711409438e+01 -1.599999995984878964e+01 -1.599993459466690027e+01 -1.403604872461970210e+01 -1.599991926459027702e+01 -1.599985741330266720e+01 -3.586393964273628110e-01 -1.441533039579771369e+01 -1.599992654893682875e+01 -1.600000009843984827e+01 -1.599999984447305756e+01 -1.599475790412171605e+01 -7.788258926666458137e-11 -2.102453322549990844e-09 3.517161581862637831e-02 1.730395389904515469e-02 1.444009846485971593e+01 1.444152768661649588e+01 6.040361881787248421e-06 2.303099098637642328e+01 2.109460410792962648e-07 -1.547031415611854754e-04 1.447510736625190475e-04 3.804347703089661081e-02 4.894841469160837732e-02 3.573306628368300153e-08 1.446382642115327144e+01 1.444268432877004216e+01 2.842170943040400743e-14 1.444029092734024289e+01 1.276019702345365658e-06 2.075145079629692191e-03 2.860209905289502785e+01 2.565627517014945624e-03 5.335633006438911252e-03 -1.243449787580175325e-13 1.407664084191139864e+01 2.334057003167799849e-03 -3.128370849481143523e-06 4.942682721775781829e-06 2.673299808594720162e-01
-1.008136884266819688e+00 -1.945864809916109550e+00 -1.599864029346430350e+01 -1.599935678723053734e+01 -1.237787220884619899e+01 -1.155810927293707557e+01 -1.599999973425887489e+01 -1.509239342877157064e+01 -1.599999999072351109e+01 -1.600000680319989499e+01 -1.599999361460087322e+01 -1.599832703281749424e+01 -1.599784667656216364e+01 -1.945864808252200318e+00 -1.102263409715744835e+01 -1.202737007247081635e+01 4.000000000000000000e+00 -1.040154967497066174e+01 -1.599999994388696045e+01 -1.599990782028277003e+01 -1.374769714958455857e+01 -1.599988717376864678e+01 -1.599977671786254874e+01 -3.586393964273643653e-01 -1.427324913851265542e+01 -1.599989735626801313e+01 -1.600000013754665673e+01 -1.599999978264488121e+01 -1.598985751331807847e+01 -1.150226580648450181e-10 -3.104517531937744934e-09 9.608556137925461371e-02 5.376884630004497012e-02 1.433083700969029906e+01 1.433005864755352832e+01 8.938707765082654078e-06 2.493869744092216933e+01 3.114863602604600601e-07 -2.284359928808044060e-04 2.172145709664619062e-04 5.618064676798439905e-02 7.209248887261310301e-02 5.276376668916782364e-08 1.436258490451746184e+01 1.433276996847928331e+01 -2.842170943040400743e-14 1.432775319705945094e+01 1.884422317743883468e-06 3.226182977982716693e-03 2.849151280406340447e+01 3.788355165625034715e-03 1.064206413684587460e-02 -1.740829702612245455e-13 1.405544810053004312e+01 3.446091422233621415e-03 -4.614777367351052817e-06 7.299296271412458736e-06 7.029473982605622950e-01
-1.008136884268169053e+00 -1.945864809952529306e+00 -1.599736208604855037e+01 -1.599862950144770224e+01 -1.223366810498654900e+01 -1.141392418073483306e+01 -1.599999962933078912e+01 -1.483085251293121409e+01 -1.599999998706940474e+01 -1.600000948302230697e+01 -1.599999105453703763e+01 -1.599766794966965122e+01 -1.599700158034031539e+01 -1.945864807633219451e+00 -1.087806880275139143e+01 -1.188314974127552581e+01 3.999999999999999556e+00 -1.025739326757754100e+01 -1.599999992177965247e+01 -1.599986941925320316e+01 -1.346046260736589772e+01 -1.599984273216269060e+01 -1.599964242210798382e+01 -3.586393964273663637e-01 -1.413138194932235869e+01 -1.599985693092829742e+01 -1.600000019166767373e+01 -1.599999969701252667e+01 -1.598055694658109793e+01 -1.592965759300568607e-10 -4.299437250665505417e-09 1.847627059062233457e-01 1.075866160268788008e-01 1.423727680684407915e+01 1.423420701987254233e+01 1.240800088453397620e-05 2.642863302994931018e+01 4.313770887165446766e-07 -3.163589387895626714e-04 3.059722553189203609e-04 7.781019097922126093e-02 9.962265200192632619e-02 7.307204441531212069e-08 1.427895913187057886e+01 1.423865370140799769e+01 -8.526512829121202230e-14 1.423068393942753573e+01 2.610002752589934971e-06 4.708151852810260607e-03 2.838497606387443284e+01 5.246389572675980162e-03 1.799181842636699002e-02 -2.415845301584340632e-13 1.403668517057042209e+01 4.771992773726196901e-03 -6.384143262039287947e-06 1.010978303384035826e-05 1.320134028633447087e+00
-1.008136884270037781e+00 -1.945864810002966516e+00 -1.599490771354700591e+01 -1.599718332024009548e+01 -1.209025045517258157e+01 -1.127054953516187119e+01 -1.599999948359218926e+01 -1.455848165038875841e+01 -1.599999998200882168e+01 -1.600001319428956847e+01 -1.599998743334318974e+01 -1.599675510976740966e+01 -1.599583409773384268e+01 -1.945864806775997380e+00 -1.073417027631157872e+01 -1.173972050274540102e+01 3.999999999999998224e+00 -1.011406111053778112e+01 -1.599999989115963217e+01 -1.599981270610392592e+01 -1.317426328970830696e+01 -1.599978118610051148e+01 -1.599941324678322907e+01 -3.586393964273692503e-01 -1.398967974112739654e+01 -1.599980095237359379e+01 -1.600000026651924756e+01 -1.599999957840683962e+01 -1.596318813900225031e+01 -2.205950977440807037e-10 -5.954206017122487538e-09 3.534848215131205507e-01 2.119154722662415224e-01 1.417050094749640721e+01 1.416483687468007702e+01 1.726069694996112958e-05 2.724528498030372248e+01 5.974136456643464044e-07 -4.381211203963175649e-04 4.374895906948950142e-04 1.077694610959269994e-01 1.375509526246787573e-01 1.011964343433646718e-07 1.422655542033339771e+01 1.417148552502885650e+01 -1.705302565824240446e-13 1.415972399062405884e+01 3.615100808929128107e-06 7.160887609074961802e-03 2.829065444848913558e+01 7.265595865305840562e-03 3.114576587483952608e-02 -3.339550858072470874e-13 1.402189336106903284e+01 6.607769502807059325e-03 -8.823137363833666313e-06 1.400295059283962473e-05 2.422384056880900971e+00
-1.008136884272625711e+00 -1.945864810072816420e+00 -1.599022097854323654e+01 -1.599434838079586108e+01 -1.194739535857248036e+01 -1.112776586003422707e+01 -1.599999928062984189e+01 -1.428044271534932363e+01 -1.599999997500044380e+01 -1.600001833395403494e+01 -1.599998221636348994e+01 -1.599549078883943309e+01 -1.599422277321658648e+01 -1.945864805588847224e+00 -1.059066364274465499e+01 -1.159685710440625606e+01 3.999999999999996447e+00 -9.971338237463925225e+00 -1.599999984874731496e+01 -1.599972475485706269e+01 -1.288893423466914889e+01 -1.599969595244824205e+01 -1.599901321471657312e+01 -3.586393964273731916e-01 -1.384811137637147027e+01 -1.599972344063531438e+01 -1.600000036991287544e+01 -1.599999941412463933e+01 -1.593161989492693920e+01 -3.055262709494854789e-10 -8.245876870205393061e-09 6.712635858876865314e-01 4.119512983478443857e-01 1.412268444297194492e+01 1.411383354654867617e+01 2.410933018381911097e-05 2.766456129067569236e+01 8.273584626294905320e-07 -6.067464469197147992e-04 6.425236647373822052e-04 1.492681570570084659e-01 1.897016261592625597e-01 1.401451328320035827e-07 1.419902728018644211e+01 1.412339041915640792e+01 -1.705302565824240446e-13 1.410658697975122777e+01 5.007534355172538199e-06 1.162277619948781648e-02 2.821282929732797129e+01 1.006217206736437220e-02 5.504583799336160155e-02 -4.618527782440651208e-13 1.400946839301047930e+01 9.149266708504910639e-03 -1.217063061176304473e-05 1.939649712312530028e-05 4.279234859884468278e+00
-1.008136884276209955e+00 -1.945864810169549930e+00 -1.598134683302402159e+01 -1.598886107178862304e+01 -1.180494369874890559e+01 -1.098542158472654684e+01 -1.599999899653501600e+01 -1.399960162431450250e+01 -1.599999996529450996e+01 -1.600002545179354740e+01 -1.599997445306713395e+01 -1.599373959144302582e+01 -1.599200174164981725e+01 -1.945864803944782784e+00 -1.044732124034821830e+01 -1.145439948417658726e+01 3.999999999999994671e+00 -9.829079555391292189e+00 -1.599999978999732164e+01 -1.599957790254434009e+01 -1.260430714228754034e+01 -1.599957790989713047e+01 -1.599830120965205005e+01 -3.586393964273786317e-01 -1.370666017763223721e+01 -1.599961611870271483e+01 -1.600000051239057441e+01 -1.599999918655841391e+01 -1.587673894991367618e+01 -4.231139882904244587e-10 -1.141957284289674135e-08 1.259067086760069287e+00 7.898372717246502361e-01 1.408836510279195409e+01 1.407538805406250049e+01 3.393518693428632105e-05 2.786757021863309092e+01 1.145818259828956798e-06 -8.402739757684685173e-04 9.873964517055355827e-04 2.067539972748591026e-01 2.612140258468116372e-01 1.940847482728713658e-07 1.419299035373757079e+01 1.408887230813058977e+01 -2.557953848736360669e-13 1.406523542063320065e+01 6.936859904271841515e-06 2.063177220611578377e-02 2.815035880718710359e+01 1.393631566315889359e-02 9.896837354347098881e-02 -6.394884621840901673e-13 1.399807048938544085e+01 1.266738324954985728e-02 -1.672623284321161918e-05 2.687011112811887870e-05 7.130049853700711537e+00
-1.008136884281173540e+00 -1.945864810303514991e+00 -1.596478527982081097e+01 -1.597839207227617209e+01 -1.166278192215244225e+01 -1.084341458621478260e+01 -1.599999859507050992e+01 -1.371746149881128041e+01 -1.599999995185259927e+01 -1.600003530918586847e+01 -1.599996226896042550e+01 -1.599131394040963805e+01 -1.598894572218937959e+01 -1.945864801667943400e+00 -1.030393656489137122e+01 -1.131223342141371901e+01 3.999999999999991562e+00 -9.687192067350123281e+00 -1.599999970860873155e+01 -1.599930795137815132e+01 -1.232024011735223645e+01 -1.599941441071767301e+01 -1.599701385363488804e+01 -3.586393964273861257e-01 -1.356532207355560260e+01 -1.599946753390299925e+01 -1.600000070781656802e+01 -1.599999887129411036e+01 -1.578757848374106665e+01 -5.859419616172090173e-10 -1.581481967605213868e-08 2.311793841688427165e+00 1.487035334861275260e+00 1.406369113782670865e+01 1.404520475578215155e+01 4.845043622481171042e-05 2.795851300449328392e+01 1.586877260706387460e-06 -1.163683725621922349e-03 1.627009449521210627e-03 2.863877049629763860e-01 3.589119353021033021e-01 2.687850155780324712e-07 1.420745198754883631e+01 1.406405602956454004e+01 -3.694822225952520967e-13 1.403106380593504809e+01 9.610601523490913678e-06 4.061438821383944742e-02 2.810019098200268672e+01 1.930663885786998435e-02 1.802906500163317105e-01 -8.881784197001252323e-13 1.398647555641764484e+01 1.753656159314687102e-02 -2.282184016166866058e-05 3.722933320204901975e-05 1.096095141867272105e+01
-1.008136884288047153e+00 -1.945864810489041252e+00 -1.593464392713132760e+01 -1.595881995391263786e+01 -1.152082872626755794e+01 -1.070168007450872594e+01 -1.599999801773832253e+01 -1.343478317977928427e+01 -1.599999993323638314e+01 -1.600004896055568082e+01 -1.599994158418936685e+01 -1.598795398124175193e+01 -1.598475099548209855e+01 -1.945864798514782334e+00 -1.016030200827652408e+01 -1.117027714014498052e+01 3.999999999999987121e+00 -9.545623720927958189e+00 -1.599999959584375553e+01 -1.599875740985315176e+01 -1.203662651638849646e+01 -1.599918787678889132e+01 -1.599465897429818462e+01 -3.586393964273965618e-01 -1.342410511588642485e+01 -1.599926184473113544e+01 -1.600000097343784944e+01 -1.599999843445067249e+01 -1.565530558792028870e+01 -8.114611205201072153e-10 -2.190174086535989773e-08 4.095324760453081581e+00 2.723267317319027825e+00 1.404593011386020862e+01 1.401996164906950071e+01 7.096423723851330578e-05 2.799312528637415198e+01 2.197764729316986632e-06 -1.611569906117438222e-03 2.943258107279689284e-03 3.966983501500180864e-01 4.917066667047720330e-01 3.722362862390582450e-07 1.424355635856704794e+01 1.404619282503688282e+01 -5.115907697472721338e-13 1.400032616337279023e+01 1.331696773831936298e-05 8.813711285540648532e-02 2.805880376133063692e+01 2.676383836808327032e-02 3.313089233367918496e-01 -1.229238932864973322e-12 1.397344263658430918e+01 2.427403513468107121e-02 -3.069697356750111794e-05 5.159734462267806521e-05 1.531170080784409038e+01
-1.008136884297566649e+00 -1.945864810745974172e+00 -1.588205144627630538e+01 -1.592337657091619185e+01 -1.137902575823607521e+01 -1.056018303774873068e+01 -1.599999716144955642e+01 -1.315194381625826736e+01 -1.599999990745331324e+01 -1.600006786615366750e+01 -1.599990280920068386e+01 -1.598329983232579821e+01 -1.597901225417514048e+01 -1.945864794148018051e+00 -1.001618795158698560e+01 -1.102847195020085458e+01 3.999999999999980904e+00 -9.404357195362793576e+00 -1.599999943957907966e+01 -1.599752740364369785e+01 -1.175339559692131175e+01 -1.599887372711427780e+01 -1.599032074407252857e+01 -3.586393964274109947e-01 -1.328303030311955446e+01 -1.599897714935482362e+01 -1.600000132795744889e+01 -1.599999782892351163e+01 -1.547825119469371025e+01 -1.123773074596101651e-09 -3.033142093045171350e-08 6.859273431762744622e+00 4.775637130786776652e+00 1.403313420188294458e+01 1.399691241856680790e+01 1.085478484128543641e-04 2.799979512443451313e+01 3.043974174943286926e-06 -2.231840655440464616e-03 5.908819503929407801e-03 5.494771940658438325e-01 6.709642013179291098e-01 5.155040128101973096e-07 1.430453653235969114e+01 1.403332333489493067e+01 -7.105427357601001859e-13 1.396969391912807623e+01 1.845666417921165703e-05 2.061018029271508567e-01 2.802271668281946404e+01 3.716672083260164072e-02 6.109688675408051495e-01 -1.705302565824240446e-12 1.395758085623913303e+01 3.359357059275680513e-02 -4.010020359146437841e-05 7.155236937705922173e-05 1.941670572497753255e+01
-1.008136884310749659e+00 -1.945864811101797098e+00 -1.579607274669167616e+01 -1.586234243611896488e+01 -1.123733106562345618e+01 -1.041891416706293150e+01 -1.599999582485249583e+01 -1.286913075302303078e+01 -1.599999987174195581e+01 -1.600009404824568904e+01 -1.599982221409837813e+01 -1.597685343186668483e+01 -1.597119616313224100e+01 -1.945864788100559739e+00 -9.871321472269256603e+00 -1.088677565863195085e+01 3.999999999999972911e+00 -9.263407682157692946e+00 -1.599999922298185417e+01 -1.599459373706674370e+01 -1.147051102784668863e+01 -1.599843703394378913e+01 -1.598231616889331974e+01 -3.586393964274310342e-01 -1.314213378545735189e+01 -1.599858318673936353e+01 -1.600000178354297375e+01 -1.599999698894826139e+01 -1.526304890660760982e+01 -1.556280437853274634e-09 -4.200553860300715314e-08 1.062290700375262986e+01 7.852082264560294789e+00 1.402390977322625076e+01 1.397357136561822699e+01 1.776027237383459578e-04 2.799225444726789647e+01 4.216508500576310325e-06 -3.090845307269773912e-03 1.304792986945813027e-02 7.609777247688498392e-01 9.106978824861471367e-01 7.139127689015367650e-07 1.439580440601292821e+01 1.402404568423855835e+01 -9.663381206337362528e-13 1.393588091238706284e+01 2.558774826866283547e-05 5.045643284684047103e-01 2.798856392804361803e+01 5.185532919767865678e-02 1.123012963930818842e+00 -2.369660023759934120e-12 1.393720192216198939e+01 4.647884839209837082e-02 -4.913765735636843601e-05 9.935401544680644292e-05 2.265658901927440638e+01
